date,SunSign,SunDegrees,MoonSign,MoonDegrees,MercurySign,MercuryDegrees,VenusSign,VenusDegrees,MarsSign,MarsDegrees,JupiterSign,JupiterDegrees,SaturnSign,SaturnDegrees,UranusSign,UranusDegrees,NeptuneSign,NeptuneDegrees,PlutoSign,PlutoDegrees,RahuSign,RahuDegrees,KetuSign,KetuDegrees
1852-01-01,Sagittarius,18.28201,Aries,7.08463,Sagittarius,29.48082,Capricorn,11.04420,Cancer,20.26005,Libra,25.01753,Aries,5.65695,Aries,8.65103,Aquarius,15.22955,Aries,7.08358,Gemini,25.73965,Sagittarius,25.73965
1852-01-02,Sagittarius,19.30122,Aries,19.26619,Sagittarius,28.62970,Capricorn,12.29158,Cancer,20.02676,Libra,25.18648,Aries,5.66082,Aries,8.64461,Aquarius,15.25355,Aries,7.07936,Gemini,25.68666,Sagittarius,25.68666
1852-01-03,Sagittarius,20.32035,Taurus,1.69437,Sagittarius,27.61260,Capricorn,13.53863,Cancer,19.78083,Libra,25.35380,Aries,5.66655,Aries,8.63904,Aquarius,15.27801,Aries,7.07550,Gemini,25.63367,Sagittarius,25.63367
1852-01-04,Sagittarius,21.33940,Taurus,14.42003,Sagittarius,26.45686,Capricorn,14.78534,Cancer,19.52252,Libra,25.51946,Aries,5.67415,Aries,8.63434,Aquarius,15.30291,Aries,7.07200,Gemini,25.58067,Sagittarius,25.58067
1852-01-05,Sagittarius,22.35838,Taurus,27.47477,Sagittarius,25.19737,Capricorn,16.03170,Cancer,19.25214,Libra,25.68344,Aries,5.68362,Aries,8.63050,Aquarius,15.32825,Aries,7.06886,Gemini,25.52768,Sagittarius,25.52768
1852-01-06,Sagittarius,23.37728,Gemini,10.86678,Sagittarius,23.87459,Capricorn,17.27770,Cancer,18.97001,Libra,25.84573,Aries,5.69494,Aries,8.62752,Aquarius,15.35402,Aries,7.06609,Gemini,25.47469,Sagittarius,25.47469
1852-01-07,Sagittarius,24.39611,Gemini,24.57863,Sagittarius,22.53181,Capricorn,18.52334,Cancer,18.67649,Libra,26.00628,Aries,5.70811,Aries,8.62541,Aquarius,15.38022,Aries,7.06368,Gemini,25.42170,Sagittarius,25.42170
1852-01-08,Sagittarius,25.41488,Cancer,8.56789,Sagittarius,21.21208,Capricorn,19.76861,Cancer,18.37196,Libra,26.16507,Aries,5.72314,Aries,8.62416,Aquarius,15.40684,Aries,7.06164,Gemini,25.36871,Sagittarius,25.36871
1852-01-09,Sagittarius,26.43360,Cancer,22.77138,Sagittarius,19.95518,Capricorn,21.01351,Cancer,18.05681,Libra,26.32208,Aries,5.74001,Aries,8.62379,Aquarius,15.43388,Aries,7.05997,Gemini,25.31571,Sagittarius,25.31571
1852-01-10,Sagittarius,27.45228,Leo,7.11253,Sagittarius,18.79527,Capricorn,22.25805,Cancer,17.73150,Libra,26.47728,Aries,5.75873,Aries,8.62428,Aquarius,15.46132,Aries,7.05866,Gemini,25.26272,Sagittarius,25.26272
1852-01-11,Sagittarius,28.47092,Leo,21.51070,Sagittarius,17.75936,Capricorn,23.50222,Cancer,17.39650,Libra,26.63064,Aries,5.77928,Aries,8.62564,Aquarius,15.48917,Aries,7.05773,Gemini,25.20973,Sagittarius,25.20973
1852-01-12,Sagittarius,29.48953,Virgo,5.89039,Sagittarius,16.86679,Capricorn,24.74602,Cancer,17.05231,Libra,26.78213,Aries,5.80166,Aries,8.62788,Aquarius,15.51741,Aries,7.05716,Gemini,25.15674,Sagittarius,25.15674
1852-01-13,Capricorn,0.50811,Virgo,20.18804,Sagittarius,16.12949,Capricorn,25.98945,Cancer,16.69949,Libra,26.93172,Aries,5.82587,Aries,8.63099,Aquarius,15.54605,Aries,7.05697,Gemini,25.10375,Sagittarius,25.10375
1852-01-14,Capricorn,1.52666,Libra,4.35545,Sagittarius,15.55286,Capricorn,27.23250,Cancer,16.33861,Libra,27.07937,Aries,5.85191,Aries,8.63497,Aquarius,15.57506,Aries,7.05714,Gemini,25.05075,Sagittarius,25.05075
1852-01-15,Capricorn,2.54516,Libra,18.35954,Sagittarius,15.13694,Capricorn,28.47518,Cancer,15.97031,Libra,27.22506,Aries,5.87977,Aries,8.63983,Aquarius,15.60446,Aries,7.05769,Gemini,24.99776,Sagittarius,24.99776
1852-01-16,Capricorn,3.56360,Scorpio,2.17946,Sagittarius,14.87769,Capricorn,29.71746,Cancer,15.59525,Libra,27.36875,Aries,5.90944,Aries,8.64557,Aquarius,15.63423,Aries,7.05861,Gemini,24.94477,Sagittarius,24.94477
1852-01-17,Capricorn,4.58196,Scorpio,15.80261,Sagittarius,14.76819,Aquarius,0.95933,Cancer,15.21413,Libra,27.51040,Aries,5.94092,Aries,8.65218,Aquarius,15.66436,Aries,7.05991,Gemini,24.89178,Sagittarius,24.89178
1852-01-18,Capricorn,5.60022,Scorpio,29.22087,Sagittarius,14.79965,Aquarius,2.20077,Cancer,14.82768,Libra,27.64998,Aries,5.97421,Aries,8.65967,Aquarius,15.69485,Aries,7.06158,Gemini,24.83878,Sagittarius,24.83878
1852-01-19,Capricorn,6.61835,Sagittarius,12.42828,Sagittarius,14.96228,Aquarius,3.44177,Cancer,14.43667,Libra,27.78747,Aries,6.00928,Aries,8.66804,Aquarius,15.72569,Aries,7.06363,Gemini,24.78579,Sagittarius,24.78579
1852-01-20,Capricorn,7.63633,Sagittarius,25.42039,Sagittarius,15.24588,Aquarius,4.68230,Cancer,14.04187,Libra,27.92283,Aries,6.04614,Aries,8.67728,Aquarius,15.75687,Aries,7.06604,Gemini,24.73280,Sagittarius,24.73280
1852-01-21,Capricorn,8.65413,Capricorn,8.19529,Sagittarius,15.64031,Aquarius,5.92235,Cancer,13.64410,Libra,28.05602,Aries,6.08478,Aries,8.68739,Aquarius,15.78838,Aries,7.06884,Gemini,24.67981,Sagittarius,24.67981
1852-01-22,Capricorn,9.67173,Capricorn,20.75589,Sagittarius,16.13578,Aquarius,7.16188,Cancer,13.24415,Libra,28.18702,Aries,6.12517,Aries,8.69837,Aquarius,15.82022,Aries,7.07200,Gemini,24.62682,Sagittarius,24.62682
1852-01-23,Capricorn,10.68910,Aquarius,3.11255,Sagittarius,16.72310,Aquarius,8.40086,Cancer,12.84286,Libra,28.31580,Aries,6.16732,Aries,8.71023,Aquarius,15.85238,Aries,7.07554,Gemini,24.57382,Sagittarius,24.57382
1852-01-24,Capricorn,11.70622,Aquarius,15.28550,Sagittarius,17.39369,Aquarius,9.63929,Cancer,12.44105,Libra,28.44232,Aries,6.21121,Aries,8.72294,Aquarius,15.88484,Aries,7.07945,Gemini,24.52083,Sagittarius,24.52083
1852-01-25,Capricorn,12.72306,Aquarius,27.30649,Sagittarius,18.13975,Aquarius,10.87711,Cancer,12.03954,Libra,28.56656,Aries,6.25682,Aries,8.73652,Aquarius,15.91760,Aries,7.08373,Gemini,24.46784,Sagittarius,24.46784
