date,SunSign,SunDegrees,MoonSign,MoonDegrees,MercurySign,MercuryDegrees,VenusSign,VenusDegrees,MarsSign,MarsDegrees,JupiterSign,JupiterDegrees,SaturnSign,SaturnDegrees,UranusSign,UranusDegrees,NeptuneSign,NeptuneDegrees,PlutoSign,PlutoDegrees,RahuSign,RahuDegrees,KetuSign,KetuDegrees
1995-01-01,Sagittarius,16.57548,Sagittarius,14.01660,Sagittarius,27.07794,Scorpio,0.31417,Leo,8.86151,Scorpio,10.99557,Aquarius,14.22264,Capricorn,1.69747,Sagittarius,28.78744,Scorpio,5.74110,Libra,17.96303,Aries,17.96303
1995-01-02,Sagittarius,17.59515,Sagittarius,28.82147,Sagittarius,28.69821,Scorpio,1.23516,Leo,8.87584,Scorpio,11.19540,Aquarius,14.30664,Capricorn,1.75509,Sagittarius,28.82473,Scorpio,5.77316,Libra,17.91004,Aries,17.91004
1995-01-03,Sagittarius,18.61482,Capricorn,13.33267,Capricorn,0.31766,Scorpio,2.16609,Leo,8.87736,Scorpio,11.39417,Aquarius,14.39186,Capricorn,1.81290,Sagittarius,28.86211,Scorpio,5.80486,Libra,17.85704,Aries,17.85704
1995-01-04,Sagittarius,19.63446,Capricorn,27.44322,Capricorn,1.93497,Scorpio,3.10656,Leo,8.86595,Scorpio,11.59185,Aquarius,14.47827,Capricorn,1.87088,Sagittarius,28.89959,Scorpio,5.83618,Libra,17.80405,Aries,17.80405
1995-01-05,Sagittarius,20.65403,Aquarius,11.09427,Capricorn,3.54853,Scorpio,4.05621,Leo,8.84152,Scorpio,11.78842,Aquarius,14.56586,Capricorn,1.92902,Sagittarius,28.93716,Scorpio,5.86711,Libra,17.75106,Aries,17.75106
1995-01-06,Sagittarius,21.67353,Aquarius,24.27705,Capricorn,5.15640,Scorpio,5.01471,Leo,8.80398,Scorpio,11.98386,Aquarius,14.65460,Capricorn,1.98730,Sagittarius,28.97480,Scorpio,5.89765,Libra,17.69807,Aries,17.69807
1995-01-07,Sagittarius,22.69292,Pisces,7.02546,Capricorn,6.75626,Scorpio,5.98174,Leo,8.75324,Scorpio,12.17813,Aquarius,14.74448,Capricorn,2.04572,Sagittarius,29.01250,Scorpio,5.92779,Libra,17.64508,Aries,17.64508
1995-01-08,Sagittarius,23.71220,Pisces,19.40426,Capricorn,8.34533,Scorpio,6.95700,Leo,8.68923,Scorpio,12.37121,Aquarius,14.83547,Capricorn,2.10425,Sagittarius,29.05026,Scorpio,5.95752,Libra,17.59208,Aries,17.59208
1995-01-09,Sagittarius,24.73136,Aries,1.49678,Capricorn,9.92033,Scorpio,7.94020,Leo,8.61190,Scorpio,12.56308,Aquarius,14.92755,Capricorn,2.16289,Sagittarius,29.08808,Scorpio,5.98683,Libra,17.53909,Aries,17.53909
1995-01-10,Sagittarius,25.75038,Aries,13.39458,Capricorn,11.47737,Scorpio,8.93107,Leo,8.52120,Scorpio,12.75371,Aquarius,15.02071,Capricorn,2.22162,Sagittarius,29.12593,Scorpio,6.01573,Libra,17.48610,Aries,17.48610
1995-01-11,Sagittarius,26.76925,Aries,25.18934,Capricorn,13.01192,Scorpio,9.92935,Leo,8.41709,Scorpio,12.94308,Aquarius,15.11493,Capricorn,2.28044,Sagittarius,29.16382,Scorpio,6.04419,Libra,17.43311,Aries,17.43311
1995-01-12,Sagittarius,27.78799,Taurus,6.96696,Capricorn,14.51864,Scorpio,10.93479,Leo,8.29956,Scorpio,13.13115,Aquarius,15.21018,Capricorn,2.33933,Sagittarius,29.20174,Scorpio,6.07223,Libra,17.38012,Aries,17.38012
1995-01-13,Sagittarius,28.80657,Taurus,18.80306,Capricorn,15.99140,Scorpio,11.94716,Leo,8.16861,Scorpio,13.31792,Aquarius,15.30645,Capricorn,2.39827,Sagittarius,29.23968,Scorpio,6.09982,Libra,17.32712,Aries,17.32712
1995-01-14,Sagittarius,29.82501,Gemini,0.75964,Capricorn,17.42307,Scorpio,12.96621,Leo,8.02426,Scorpio,13.50335,Aquarius,15.40372,Capricorn,2.45727,Sagittarius,29.27737,Scorpio,6.12697,Libra,17.27413,Aries,17.27413
1995-01-15,Capricorn,0.84330,Gemini,12.88286,Capricorn,18.80554,Scorpio,13.99173,Leo,7.86653,Scorpio,13.68742,Aquarius,15.50196,Capricorn,2.51630,Sagittarius,29.31531,Scorpio,6.15367,Libra,17.22114,Aries,17.22114
1995-01-16,Capricorn,1.86144,Gemini,25.20201,Capricorn,20.12961,Scorpio,15.02351,Leo,7.69548,Scorpio,13.87011,Aquarius,15.60117,Capricorn,2.57539,Sagittarius,29.35323,Scorpio,6.17992,Libra,17.16815,Aries,17.16815
1995-01-17,Capricorn,2.87944,Cancer,7.73023,Capricorn,21.38495,Scorpio,16.06135,Leo,7.51120,Scorpio,14.05138,Aquarius,15.70131,Capricorn,2.63421,Sagittarius,29.39112,Scorpio,6.20570,Libra,17.11516,Aries,17.11516
1995-01-18,Capricorn,3.89731,Cancer,20.46725,Capricorn,22.56012,Scorpio,17.10505,Leo,7.31376,Scorpio,14.23122,Aquarius,15.80238,Capricorn,2.69327,Sagittarius,29.42897,Scorpio,6.23101,Libra,17.06216,Aries,17.06216
1995-01-19,Capricorn,4.91504,Leo,3.40408,Capricorn,23.64260,Scorpio,18.15441,Leo,7.10329,Scorpio,14.40961,Aquarius,15.90436,Capricorn,2.75233,Sagittarius,29.46678,Scorpio,6.25585,Libra,17.00917,Aries,17.00917
1995-01-20,Capricorn,5.93265,Leo,16.52882,Capricorn,24.61899,Scorpio,19.20925,Leo,6.87994,Scorpio,14.58650,Aquarius,16.00723,Capricorn,2.81135,Sagittarius,29.50454,Scorpio,6.28020,Libra,16.95618,Aries,16.95618
1995-01-21,Capricorn,6.95014,Leo,29.83239,Capricorn,25.47518,Scorpio,20.26938,Leo,6.64388,Scorpio,14.76188,Aquarius,16.11097,Capricorn,2.87032,Sagittarius,29.54225,Scorpio,6.30408,Libra,16.90319,Aries,16.90319
1995-01-22,Capricorn,7.96751,Virgo,13.31244,Capricorn,26.19674,Scorpio,21.33462,Leo,6.39531,Scorpio,14.93572,Aquarius,16.21556,Capricorn,2.92924,Sagittarius,29.57989,Scorpio,6.32746,Libra,16.85020,Aries,16.85019
1995-01-23,Capricorn,8.98476,Virgo,26.97426,Capricorn,26.76943,Scorpio,22.40479,Leo,6.13446,Scorpio,15.10798,Aquarius,16.32099,Capricorn,2.98810,Sagittarius,29.61746,Scorpio,6.35035,Libra,16.79720,Aries,16.79720
1995-01-24,Capricorn,10.00190,Libra,10.82764,Capricorn,27.17980,Scorpio,23.47971,Leo,5.86162,Scorpio,15.27865,Aquarius,16.42724,Capricorn,3.04689,Sagittarius,29.65495,Scorpio,6.37273,Libra,16.74421,Aries,16.74421
1995-01-25,Capricorn,11.01891,Libra,24.88003,Capricorn,27.41599,Scorpio,24.55920,Leo,5.57708,Scorpio,15.44768,Aquarius,16.53429,Capricorn,3.10558,Sagittarius,29.69235,Scorpio,6.39461,Libra,16.69122,Aries,16.69122
1995-01-26,Capricorn,12.03579,Scorpio,9.12681,Capricorn,27.46868,Scorpio,25.64309,Leo,5.28120,Scorpio,15.61505,Aquarius,16.64212,Capricorn,3.16418,Sagittarius,29.72965,Scorpio,6.41597,Libra,16.63823,Aries,16.63823
1995-01-27,Capricorn,13.05252,Scorpio,23.54108,Capricorn,27.33201,Scorpio,26.73121,Leo,4.97439,Scorpio,15.78073,Aquarius,16.75072,Capricorn,3.22267,Sagittarius,29.76685,Scorpio,6.43681,Libra,16.58523,Aries,16.58523
1995-01-28,Capricorn,14.06907,Sagittarius,8.06630,Capricorn,27.00466,Scorpio,27.82338,Leo,4.65707,Scorpio,15.94468,Aquarius,16.86007,Capricorn,3.28103,Sagittarius,29.80393,Scorpio,6.45713,Libra,16.53224,Aries,16.53224
1995-01-29,Capricorn,15.08543,Sagittarius,22.61539,Capricorn,26.49069,Scorpio,28.91944,Leo,4.32973,Scorpio,16.10687,Aquarius,16.97013,Capricorn,3.33926,Sagittarius,29.84088,Scorpio,6.47692,Libra,16.47925,Aries,16.47925
1995-01-30,Capricorn,16.10156,Capricorn,7.07891,Capricorn,25.80028,Sagittarius,0.01925,Leo,3.99291,Scorpio,16.26726,Aquarius,17.08091,Capricorn,3.39733,Sagittarius,29.87770,Scorpio,6.49617,Libra,16.42626,Aries,16.42626
1995-01-31,Capricorn,17.11743,Capricorn,21.34128,Capricorn,24.94998,Sagittarius,1.12264,Leo,3.64717,Scorpio,16.42583,Aquarius,17.19236,Capricorn,3.45524,Sagittarius,29.91438,Scorpio,6.51488,Libra,16.37327,Aries,16.37327
1995-02-01,Capricorn,18.13302,Aquarius,5.30051,Capricorn,23.96258,Sagittarius,2.22948,Leo,3.29311,Scorpio,16.58255,Aquarius,17.30448,Capricorn,3.51297,Sagittarius,29.95090,Scorpio,6.53305,Libra,16.32027,Aries,16.32027
1995-02-02,Capricorn,19.14829,Aquarius,18.88501,Capricorn,22.86632,Sagittarius,3.33966,Leo,2.93138,Scorpio,16.73738,Aquarius,17.41723,Capricorn,3.57051,Sagittarius,29.98726,Scorpio,6.55066,Libra,16.26728,Aries,16.26728
1995-02-03,Capricorn,20.16322,Pisces,2.06273,Capricorn,21.69355,Sagittarius,4.45305,Leo,2.56264,Scorpio,16.89030,Aquarius,17.53060,Capricorn,3.62784,Capricorn,0.02345,Scorpio,6.56773,Libra,16.21429,Aries,16.21429
1995-02-04,Capricorn,21.17780,Pisces,14.84181,Capricorn,20.47900,Sagittarius,5.56954,Leo,2.18756,Scorpio,17.04127,Aquarius,17.64457,Capricorn,3.68496,Capricorn,0.05945,Scorpio,6.58424,Libra,16.16130,Aries,16.16130
1995-02-05,Capricorn,22.19199,Pisces,27.26470,Capricorn,19.25776,Sagittarius,6.68904,Leo,1.80685,Scorpio,17.19028,Aquarius,17.75911,Capricorn,3.74185,Capricorn,0.09527,Scorpio,6.60018,Libra,16.10831,Aries,16.10831
1995-02-06,Capricorn,23.20579,Aries,9.39933,Capricorn,18.06328,Sagittarius,7.81145,Leo,1.42124,Scorpio,17.33730,Aquarius,17.87421,Capricorn,3.79849,Capricorn,0.13089,Scorpio,6.61557,Libra,16.05531,Aries,16.05531
1995-02-07,Capricorn,24.21918,Aries,21.32986,Capricorn,16.92572,Sagittarius,8.93669,Leo,1.03145,Scorpio,17.48229,Aquarius,17.98984,Capricorn,3.85488,Capricorn,0.16630,Scorpio,6.63039,Libra,16.00232,Aries,16.00232
1995-02-08,Capricorn,25.23216,Taurus,3.14848,Capricorn,15.87068,Sagittarius,10.06467,Leo,0.63822,Scorpio,17.62523,Aquarius,18.10598,Capricorn,3.91101,Capricorn,0.20150,Scorpio,6.64465,Libra,15.94933,Aries,15.94933
1995-02-09,Capricorn,26.24472,Taurus,14.94854,Capricorn,14.91853,Sagittarius,11.19531,Leo,0.24231,Scorpio,17.76610,Aquarius,18.22261,Capricorn,3.96685,Capricorn,0.23648,Scorpio,6.65833,Libra,15.89634,Aries,15.89634
1995-02-10,Capricorn,27.25685,Taurus,26.81874,Capricorn,14.08424,Sagittarius,12.32855,Cancer,29.84448,Scorpio,17.90487,Aquarius,18.33972,Capricorn,4.02241,Capricorn,0.27123,Scorpio,6.67144,Libra,15.84335,Aries,15.84335
1995-02-11,Capricorn,28.26854,Gemini,8.83791,Capricorn,13.37765,Sagittarius,13.46431,Cancer,29.44548,Scorpio,18.04152,Aquarius,18.45728,Capricorn,4.07767,Capricorn,0.30574,Scorpio,6.68398,Libra,15.79035,Aries,15.79035
1995-02-12,Capricorn,29.27981,Gemini,21.07017,Capricorn,12.80406,Sagittarius,14.60252,Cancer,29.04608,Scorpio,18.17602,Aquarius,18.57527,Capricorn,4.13262,Capricorn,0.34000,Scorpio,6.69594,Libra,15.73736,Aries,15.73736
