date,SunSign,SunDegrees,MoonSign,MoonDegrees,MercurySign,MercuryDegrees,VenusSign,VenusDegrees,MarsSign,MarsDegrees,JupiterSign,JupiterDegrees,SaturnSign,SaturnDegrees,UranusSign,UranusDegrees,NeptuneSign,NeptuneDegrees,PlutoSign,PlutoDegrees,RahuSign,RahuDegrees,KetuSign,KetuDegrees
1965-01-01,Sagittarius,17.28021,Scorpio,29.94948,Scorpio,25.93301,Scorpio,22.81499,Virgo,0.52829,Aries,22.88505,Aquarius,7.95057,Leo,21.41673,Libra,25.96267,Leo,22.91759,Taurus,28.59672,Scorpio,28.59672
1965-01-02,Sagittarius,18.29981,Sagittarius,11.74133,Scorpio,26.42314,Scorpio,24.06361,Virgo,0.80165,Aries,22.85501,Aquarius,8.04251,Leo,21.40503,Libra,25.98855,Leo,22.91000,Taurus,28.54373,Scorpio,28.54373
1965-01-03,Sagittarius,19.31942,Sagittarius,23.53570,Scorpio,27.01854,Scorpio,25.31242,Virgo,1.06720,Aries,22.82842,Aquarius,8.13552,Leo,21.39242,Libra,26.01400,Leo,22.90190,Taurus,28.49074,Scorpio,28.49074
1965-01-04,Sagittarius,20.33903,Capricorn,5.36627,Scorpio,27.70829,Scorpio,26.56141,Virgo,1.32479,Aries,22.80530,Aquarius,8.22959,Leo,21.37892,Libra,26.03902,Leo,22.89327,Taurus,28.43774,Scorpio,28.43774
1965-01-05,Sagittarius,21.35860,Capricorn,17.26560,Scorpio,28.48237,Scorpio,27.81054,Virgo,1.57424,Aries,22.78565,Aquarius,8.32469,Leo,21.36452,Libra,26.06360,Leo,22.88414,Taurus,28.38475,Scorpio,28.38475
1965-01-06,Sagittarius,22.37811,Capricorn,29.26786,Scorpio,29.33168,Scorpio,29.05982,Virgo,1.81540,Aries,22.76949,Aquarius,8.42080,Leo,21.34925,Libra,26.08773,Leo,22.87451,Taurus,28.33176,Scorpio,28.33176
1965-01-07,Sagittarius,23.39754,Aquarius,11.41120,Sagittarius,0.24807,Sagittarius,0.30921,Virgo,2.04810,Aries,22.75682,Aquarius,8.51790,Leo,21.33310,Libra,26.11141,Leo,22.86437,Taurus,28.27877,Scorpio,28.27877
1965-01-08,Sagittarius,24.41687,Aquarius,23.73926,Sagittarius,1.22425,Sagittarius,1.55872,Virgo,2.27218,Aries,22.74764,Aquarius,8.61598,Leo,21.31608,Libra,26.13463,Leo,22.85373,Taurus,28.22578,Scorpio,28.22578
1965-01-09,Sagittarius,25.43607,Pisces,6.30129,Sagittarius,2.25380,Sagittarius,2.80832,Virgo,2.48749,Aries,22.74195,Aquarius,8.71501,Leo,21.29821,Libra,26.15739,Leo,22.84261,Taurus,28.17278,Scorpio,28.17278
1965-01-10,Sagittarius,26.45513,Pisces,19.15040,Sagittarius,3.33102,Sagittarius,4.05801,Virgo,2.69385,Aries,22.73974,Aquarius,8.81497,Leo,21.27948,Libra,26.17968,Leo,22.83099,Taurus,28.11979,Scorpio,28.11979
1965-01-11,Sagittarius,27.47403,Aries,2.33939,Sagittarius,4.45091,Sagittarius,5.30778,Virgo,2.89110,Aries,22.74102,Aquarius,8.91584,Leo,21.25992,Libra,26.20149,Leo,22.81890,Taurus,28.06680,Scorpio,28.06680
1965-01-12,Sagittarius,28.49276,Aries,15.91386,Sagittarius,5.60911,Sagittarius,6.55762,Virgo,3.07910,Aries,22.74577,Aquarius,9.01761,Leo,21.23953,Libra,26.22283,Leo,22.80633,Taurus,28.01381,Scorpio,28.01381
1965-01-13,Sagittarius,29.51131,Aries,29.90247,Sagittarius,6.80178,Sagittarius,7.80752,Virgo,3.25766,Aries,22.75398,Aquarius,9.12024,Leo,21.21832,Libra,26.24368,Leo,22.79330,Taurus,27.96081,Scorpio,27.96081
1965-01-14,Capricorn,0.52966,Taurus,14.30528,Sagittarius,8.02560,Sagittarius,9.05749,Virgo,3.42662,Aries,22.76564,Aquarius,9.22372,Leo,21.19631,Libra,26.26405,Leo,22.77980,Taurus,27.90782,Scorpio,27.90782
1965-01-15,Capricorn,1.54783,Taurus,29.08224,Sagittarius,9.27765,Sagittarius,10.30753,Virgo,3.58583,Aries,22.78073,Aquarius,9.32803,Leo,21.17349,Libra,26.28392,Leo,22.76585,Taurus,27.85483,Scorpio,27.85483
1965-01-16,Capricorn,2.56582,Gemini,14.14605,Sagittarius,10.55542,Sagittarius,11.55764,Virgo,3.73508,Aries,22.79925,Aquarius,9.43315,Leo,21.14989,Libra,26.30330,Leo,22.75144,Taurus,27.80184,Scorpio,27.80184
1965-01-17,Capricorn,3.58363,Gemini,29.36398,Sagittarius,11.85673,Sagittarius,12.80782,Virgo,3.87421,Aries,22.82117,Aquarius,9.53906,Leo,21.12552,Libra,26.32218,Leo,22.73659,Taurus,27.74885,Scorpio,27.74885
1965-01-18,Capricorn,4.60129,Cancer,14.57198,Sagittarius,13.17969,Sagittarius,14.05810,Virgo,4.00302,Aries,22.84647,Aquarius,9.64575,Leo,21.10038,Libra,26.34055,Leo,22.72130,Taurus,27.69585,Scorpio,27.69585
1965-01-19,Capricorn,5.61880,Cancer,29.59941,Sagittarius,14.52268,Sagittarius,15.30846,Virgo,4.12131,Aries,22.87515,Aquarius,9.75319,Leo,21.07448,Libra,26.35842,Leo,22.70558,Taurus,27.64286,Scorpio,27.64286
1965-01-20,Capricorn,6.63617,Leo,14.29731,Sagittarius,15.88427,Sagittarius,16.55892,Virgo,4.22886,Aries,22.90718,Aquarius,9.86138,Leo,21.04784,Libra,26.37577,Leo,22.68943,Taurus,27.58987,Scorpio,27.58987
1965-01-21,Capricorn,7.65342,Leo,28.56061,Sagittarius,17.26328,Sagittarius,17.80947,Virgo,4.32548,Aries,22.94255,Aquarius,9.97029,Leo,21.02046,Libra,26.39261,Leo,22.67286,Taurus,27.53688,Scorpio,27.53688
1965-01-22,Capricorn,8.67055,Virgo,12.33806,Sagittarius,18.65865,Sagittarius,19.06011,Virgo,4.41095,Aries,22.98125,Aquarius,10.07990,Leo,20.99235,Libra,26.40893,Leo,22.65588,Taurus,27.48389,Scorpio,27.48389
1965-01-23,Capricorn,9.68756,Virgo,25.62960,Sagittarius,20.06952,Sagittarius,20.31084,Virgo,4.48507,Aries,23.02326,Aquarius,10.19021,Leo,20.96354,Libra,26.42473,Leo,22.63849,Taurus,27.43089,Scorpio,27.43089
1965-01-24,Capricorn,10.70443,Libra,8.47556,Sagittarius,21.49513,Sagittarius,21.56164,Virgo,4.54763,Aries,23.06857,Aquarius,10.30118,Leo,20.93402,Libra,26.43999,Leo,22.62069,Taurus,27.37790,Scorpio,27.37790
1965-01-25,Capricorn,11.72116,Libra,20.94300,Sagittarius,22.93486,Sagittarius,22.81250,Virgo,4.59845,Aries,23.11715,Aquarius,10.41281,Leo,20.90382,Libra,26.45472,Leo,22.60250,Taurus,27.32491,Scorpio,27.32491
1965-01-26,Capricorn,12.73773,Scorpio,3.11297,Sagittarius,24.38820,Sagittarius,24.06342,Virgo,4.63734,Aries,23.16900,Aquarius,10.52507,Leo,20.87294,Libra,26.46892,Leo,22.58392,Taurus,27.27192,Scorpio,27.27192
1965-01-27,Capricorn,13.75414,Scorpio,15.07049,Sagittarius,25.85472,Sagittarius,25.31438,Virgo,4.66412,Aries,23.22409,Aquarius,10.63795,Leo,20.84140,Libra,26.48257,Leo,22.56495,Taurus,27.21893,Scorpio,27.21893
1965-01-28,Capricorn,14.77035,Scorpio,26.89736,Sagittarius,27.33409,Sagittarius,26.56536,Virgo,4.67863,Aries,23.28240,Aquarius,10.75142,Leo,20.80922,Libra,26.49568,Leo,22.54562,Taurus,27.16593,Scorpio,27.16593
1965-01-29,Capricorn,15.78637,Sagittarius,8.66744,Sagittarius,28.82606,Sagittarius,27.81637,Virgo,4.68072,Aries,23.34391,Aquarius,10.86546,Leo,20.77640,Libra,26.50824,Leo,22.52592,Taurus,27.11294,Scorpio,27.11294
1965-01-30,Capricorn,16.80216,Sagittarius,20.44382,Capricorn,0.33044,Sagittarius,29.06737,Virgo,4.67023,Aries,23.40859,Aquarius,10.98006,Leo,20.74296,Libra,26.52025,Leo,22.50586,Taurus,27.05995,Scorpio,27.05995
1965-01-31,Capricorn,17.81770,Capricorn,2.27748,Capricorn,1.84709,Capricorn,0.31837,Virgo,4.64705,Aries,23.47643,Aquarius,11.09520,Leo,20.70892,Libra,26.53171,Leo,22.48546,Taurus,27.00696,Scorpio,27.00696
1965-02-01,Capricorn,18.83298,Capricorn,14.20738,Capricorn,3.37595,Capricorn,1.56934,Virgo,4.61105,Aries,23.54740,Aquarius,11.21084,Leo,20.67430,Libra,26.54261,Leo,22.46471,Taurus,26.95397,Scorpio,26.95397
1965-02-02,Capricorn,19.84797,Capricorn,26.26179,Capricorn,4.91698,Capricorn,2.82027,Virgo,4.56214,Aries,23.62147,Aquarius,11.32698,Leo,20.63910,Libra,26.55295,Leo,22.44364,Taurus,26.90097,Scorpio,26.90097
1965-02-03,Capricorn,20.86265,Aquarius,8.46087,Capricorn,6.47022,Capricorn,4.07115,Virgo,4.50023,Aries,23.69861,Aquarius,11.44359,Leo,20.60336,Libra,26.56273,Leo,22.42224,Taurus,26.84798,Scorpio,26.84798
1965-02-04,Capricorn,21.87699,Aquarius,20.82022,Capricorn,8.03572,Capricorn,5.32197,Virgo,4.42526,Aries,23.77880,Aquarius,11.56065,Leo,20.56707,Libra,26.57195,Leo,22.40053,Taurus,26.79499,Scorpio,26.79499
1965-02-05,Capricorn,22.89097,Pisces,3.35490,Capricorn,9.61358,Capricorn,6.57271,Virgo,4.33719,Aries,23.86200,Aquarius,11.67813,Leo,20.53028,Libra,26.58060,Leo,22.37852,Taurus,26.74200,Scorpio,26.74200
