date,SunSign,SunDegrees,MoonSign,MoonDegrees,MercurySign,MercuryDegrees,VenusSign,VenusDegrees,MarsSign,MarsDegrees,JupiterSign,JupiterDegrees,SaturnSign,SaturnDegrees,UranusSign,UranusDegrees,NeptuneSign,NeptuneDegrees,PlutoSign,PlutoDegrees,RahuSign,RahuDegrees,KetuSign,KetuDegrees
1951-01-01,Sagittarius,16.85620,Virgo,17.54269,Sagittarius,18.24748,Sagittarius,28.52772,Capricorn,20.07170,Aquarius,11.56884,Virgo,9.08464,Gemini,14.16628,Virgo,26.24836,Cancer,26.31358,Aquarius,29.59808,Leo,29.59808
1951-01-02,Sagittarius,17.87551,Libra,1.29560,Sagittarius,16.88994,Sagittarius,29.78319,Capricorn,20.85815,Aquarius,11.75625,Virgo,9.10342,Gemini,14.12313,Virgo,26.25939,Cancer,26.29593,Aquarius,29.54508,Leo,29.54508
1951-01-03,Sagittarius,18.89492,Libra,15.44205,Sagittarius,15.54243,Capricorn,1.03860,Capricorn,21.64483,Aquarius,11.94536,Virgo,9.12039,Gemini,14.08004,Virgo,26.26987,Cancer,26.27795,Aquarius,29.49209,Leo,29.49209
1951-01-04,Sagittarius,19.91442,Libra,29.97017,Sagittarius,14.24761,Capricorn,2.29393,Capricorn,22.43173,Aquarius,12.13615,Virgo,9.13555,Gemini,14.03703,Virgo,26.27979,Cancer,26.25964,Aquarius,29.43910,Leo,29.43910
1951-01-05,Sagittarius,20.93397,Scorpio,14.81968,Sagittarius,13.04311,Capricorn,3.54917,Capricorn,23.21884,Aquarius,12.32859,Virgo,9.14888,Gemini,13.99413,Virgo,26.28914,Cancer,26.24103,Aquarius,29.38611,Leo,29.38611
1951-01-06,Sagittarius,21.95357,Scorpio,29.87813,Sagittarius,11.95954,Capricorn,4.80431,Capricorn,24.00613,Aquarius,12.52265,Virgo,9.16038,Gemini,13.95134,Virgo,26.29793,Cancer,26.22210,Aquarius,29.33311,Leo,29.33311
1951-01-07,Sagittarius,22.97317,Sagittarius,14.99080,Sagittarius,11.01948,Capricorn,6.05934,Capricorn,24.79359,Aquarius,12.71830,Virgo,9.17004,Gemini,13.90870,Virgo,26.30615,Cancer,26.20288,Aquarius,29.28012,Leo,29.28012
1951-01-08,Sagittarius,23.99274,Sagittarius,29.98485,Sagittarius,10.23752,Capricorn,7.31423,Capricorn,25.58119,Aquarius,12.91551,Virgo,9.17787,Gemini,13.86623,Virgo,26.31379,Cancer,26.18337,Aquarius,29.22713,Leo,29.22713
1951-01-09,Sagittarius,25.01225,Capricorn,14.70035,Sagittarius,9.62096,Capricorn,8.56897,Capricorn,26.36890,Aquarius,13.11424,Virgo,9.18387,Gemini,13.82394,Virgo,26.32087,Cancer,26.16357,Aquarius,29.17414,Leo,29.17414
1951-01-10,Sagittarius,26.03167,Capricorn,29.01715,Sagittarius,9.17108,Capricorn,9.82354,Capricorn,27.15671,Aquarius,13.31447,Virgo,9.18803,Gemini,13.78185,Virgo,26.32736,Cancer,26.14350,Aquarius,29.12115,Leo,29.12115
