date,SunSign,SunDegrees,MoonSign,MoonDegrees,MercurySign,MercuryDegrees,VenusSign,VenusDegrees,MarsSign,MarsDegrees,JupiterSign,JupiterDegrees,SaturnSign,SaturnDegrees,UranusSign,UranusDegrees,NeptuneSign,NeptuneDegrees,PlutoSign,PlutoDegrees,RahuSign,RahuDegrees,KetuSign,KetuDegrees
1874-01-01,Sagittarius,18.64726,Gemini,0.08408,Sagittarius,0.03851,Sagittarius,5.84516,Aquarius,7.99927,Virgo,9.33888,Capricorn,10.19874,Cancer,17.55069,Aries,3.67553,Aries,27.88937,Aries,19.89480,Libra,19.89480
1874-01-02,Sagittarius,19.66619,Gemini,13.34627,Sagittarius,1.45242,Sagittarius,7.10152,Aquarius,8.77133,Virgo,9.38431,Capricorn,10.31266,Cancer,17.51397,Aries,3.67305,Aries,27.87850,Aries,19.84180,Libra,19.84180
1874-01-03,Sagittarius,20.68511,Gemini,26.38985,Sagittarius,2.87930,Sagittarius,8.35790,Aquarius,9.54325,Virgo,9.42672,Capricorn,10.42703,Cancer,17.47674,Aries,3.67115,Aries,27.86793,Aries,19.78881,Libra,19.78881
1874-01-04,Sagittarius,21.70400,Cancer,9.19303,Sagittarius,4.31821,Sagittarius,9.61431,Aquarius,10.31501,Virgo,9.46607,Capricorn,10.54182,Cancer,17.43904,Aries,3.66983,Aries,27.85766,Aries,19.73582,Libra,19.73582
1874-01-05,Sagittarius,22.72289,Cancer,21.74700,Sagittarius,5.76837,Sagittarius,10.87074,Aquarius,11.08661,Virgo,9.50236,Capricorn,10.65701,Cancer,17.40087,Aries,3.66909,Aries,27.84770,Aries,19.68283,Libra,19.68283
1874-01-06,Sagittarius,23.74178,Leo,4.06059,Sagittarius,7.22912,Sagittarius,12.12721,Aquarius,11.85804,Virgo,9.53555,Capricorn,10.77260,Cancer,17.36224,Aries,3.66892,Aries,27.83804,Aries,19.62983,Libra,19.62983
1874-01-07,Sagittarius,24.76066,Leo,16.16229,Sagittarius,8.69993,Sagittarius,13.38370,Aquarius,12.62930,Virgo,9.56565,Capricorn,10.88856,Cancer,17.32319,Aries,3.66934,Aries,27.82870,Aries,19.57684,Libra,19.57684
1874-01-08,Sagittarius,25.77953,Leo,28.09985,Sagittarius,10.18039,Sagittarius,14.64021,Aquarius,13.40038,Virgo,9.59262,Capricorn,11.00488,Cancer,17.28371,Aries,3.67033,Aries,27.81967,Aries,19.52385,Libra,19.52385
1874-01-09,Sagittarius,26.79840,Virgo,9.93794,Sagittarius,11.67016,Sagittarius,15.89675,Aquarius,14.17127,Virgo,9.61645,Capricorn,11.12153,Cancer,17.24384,Aries,3.67191,Aries,27.81096,Aries,19.47086,Libra,19.47086
1874-01-10,Sagittarius,27.81725,Virgo,21.75478,Sagittarius,13.16897,Sagittarius,17.15331,Aquarius,14.94197,Virgo,9.63712,Capricorn,11.23850,Cancer,17.20358,Aries,3.67407,Aries,27.80257,Aries,19.41787,Libra,19.41787
1874-01-11,Sagittarius,28.83608,Libra,3.63782,Sagittarius,14.67667,Sagittarius,18.40988,Aquarius,15.71246,Virgo,9.65463,Capricorn,11.35577,Cancer,17.16296,Aries,3.67682,Aries,27.79451,Aries,19.36487,Libra,19.36487
1874-01-12,Sagittarius,29.85488,Libra,15.67889,Sagittarius,16.19311,Sagittarius,19.66646,Aquarius,16.48274,Virgo,9.66895,Capricorn,11.47332,Cancer,17.12200,Aries,3.68014,Aries,27.78678,Aries,19.31188,Libra,19.31188
1874-01-13,Capricorn,0.87364,Libra,27.96818,Sagittarius,17.71825,Sagittarius,20.92305,Aquarius,17.25280,Virgo,9.68008,Capricorn,11.59113,Cancer,17.08070,Aries,3.68406,Aries,27.77938,Aries,19.25889,Libra,19.25889
1874-01-14,Capricorn,1.89234,Scorpio,10.58685,Sagittarius,19.25207,Sagittarius,22.17963,Aquarius,18.02263,Virgo,9.68801,Capricorn,11.70918,Cancer,17.03910,Aries,3.68855,Aries,27.77231,Aries,19.20590,Libra,19.20590
1874-01-15,Capricorn,2.91096,Scorpio,23.59778,Sagittarius,20.79460,Sagittarius,23.43619,Aquarius,18.79222,Virgo,9.69272,Capricorn,11.82745,Cancer,16.99720,Aries,3.69363,Aries,27.76558,Aries,19.15291,Libra,19.15291
1874-01-16,Capricorn,3.92950,Sagittarius,7.03516,Sagittarius,22.34590,Sagittarius,24.69272,Aquarius,19.56156,Virgo,9.69422,Capricorn,11.94593,Cancer,16.95504,Aries,3.69930,Aries,27.75920,Aries,19.09991,Libra,19.09991
1874-01-17,Capricorn,4.94791,Sagittarius,20.89464,Sagittarius,23.90607,Sagittarius,25.94922,Aquarius,20.33063,Virgo,9.69249,Capricorn,12.06458,Cancer,16.91262,Aries,3.70555,Aries,27.75316,Aries,19.04692,Libra,19.04692
1874-01-18,Capricorn,5.96618,Capricorn,5.12732,Sagittarius,25.47524,Sagittarius,27.20566,Aquarius,21.09942,Virgo,9.68753,Capricorn,12.18340,Cancer,16.86998,Aries,3.71238,Aries,27.74746,Aries,18.99393,Libra,18.99393
